lot,hibid_lot_id,item_id,current_bid,price_realized,bid_count,photo_count,status,time_left_seconds,category,title,lot_url
244,322873783,179535,0.0,0,0,3,OPEN,706689.15,Business & Industrial - Medical Supplies / Lab Equipment | Business & Industrial,"4-Pronged Mobility Quad Cane, Wooden Canes (3)",https://hibid.com/lot/322873783
245,322873788,179536,0.0,0,0,4,OPEN,706699.15,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,"Shower Seat, N95 Masks,Bath Scales,Pedicure Paddle",https://hibid.com/lot/322873788
247,322873794,179538,0.0,0,0,6,OPEN,706709.147,Computers & Electronics - Consumer Electronics - Video Games - Games | Computers & Electronics - Consumer Electronics - Video Games | Computers & Electronics - Consumer Electronics | Computers & Electronics,Nintendo Wii Balance Board,https://hibid.com/lot/322873794
248,322873799,179539,0.0,0,0,5,OPEN,706719.1429999999,Toys - Dolls | Toys,"Plastic & Vinyl Doll Parts, Paper Doilies, Minnie",https://hibid.com/lot/322873799
249,322873805,179540,0.0,0,0,8,OPEN,706729.14,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Resin Fairy Figure Climbing A Metal Flower Stem, F",https://hibid.com/lot/322873805
250,322873811,179541,0.0,0,0,7,OPEN,706739.13,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Handled Glass Bottle W/Cork, Glass Vases, Glass Ca",https://hibid.com/lot/322873811
251,322873817,179542,2.0,0,1,7,OPEN,706749.13,Antiques & Collectibles - Collectibles - Phones | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Disney Minnie Mouse Desk Telephone, Green Rotary P",https://hibid.com/lot/322873817
252,322873820,179543,0.0,0,0,5,OPEN,706759.127,Home Goods & Decor - Home Goods - Linens / Curtains | Home Goods & Decor - Home Goods | Home Goods & Decor,"Winter Scene Tapestry W/Deer, Curtain Valence, Tab",https://hibid.com/lot/322873820
253,322873864,179544,0.0,0,0,8,OPEN,706769.123,Furniture - Desks / Home Office | Furniture,"Lap Desk,Samsonite Laptop Briefcase Messenger Bag",https://hibid.com/lot/322873864
254,322873866,179545,0.0,0,0,10,OPEN,706779.12,Fashion - Women's Bags & Purses | Fashion,"Purses(9), Men's Brown Wallet, Beach Bag",https://hibid.com/lot/322873866
255,322873868,179546,0.0,0,0,9,OPEN,706789.12,Fashion - Women's Bags & Purses | Fashion,"Dockers Overnight Bag, Duffle Bag, Purse, Tote Bag",https://hibid.com/lot/322873868
256,322873871,179547,0.0,0,0,8,OPEN,706799.117,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Assorted Picture Frames Wood, Metal, Many Sizes",https://hibid.com/lot/322873871
257,322873873,179548,0.0,0,0,5,OPEN,706809.113,Art - Prints / Lithographs | Art,5x7 Wood Picture Frames (7),https://hibid.com/lot/322873873
258,322873876,179549,0.0,0,0,8,OPEN,706819.11,Art - Prints / Lithographs | Art,"Framed Art Prints, Ceramic Shoe,Gold Tone Music B",https://hibid.com/lot/322873876
259,322873879,179550,0.0,0,0,5,OPEN,706829.107,Art - Prints / Lithographs | Art,Picture Frames Assorted Sizes,https://hibid.com/lot/322873879
260,322873882,179551,4.0,0,3,9,OPEN,706839.103,Art - Prints / Lithographs | Art,Praying Children Wall Art Prints In Ornate Cast Me,https://hibid.com/lot/322873882
261,322873884,179552,0.0,0,0,6,OPEN,706849.1,Art - Prints / Lithographs | Art,Picture Frames Assorted Styles and Sizes(12),https://hibid.com/lot/322873884
262,322873886,179553,3.0,0,2,6,OPEN,706859.097,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,Sunbeam Fleece Heated Throw New,https://hibid.com/lot/322873886
263,322873906,179554,2.0,0,1,6,OPEN,706869.093,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,12V Heated Travel Throw,https://hibid.com/lot/322873906
264,322873909,179555,0.0,0,0,6,OPEN,706879.093,Computers & Electronics - Consumer Electronics - Camcorders | Computers & Electronics - Consumer Electronics | Computers & Electronics,Hitachi VHS Video Camcorder In Orginal Case W/Manu,https://hibid.com/lot/322873909
265,322873912,179556,0.0,0,0,7,OPEN,706889.09,Business & Industrial - Medical Supplies / Lab Equipment | Business & Industrial,"Chair Back Massager, ResMed AirSence CPap Machines",https://hibid.com/lot/322873912
266,322873915,179557,2.0,0,1,11,OPEN,706899.0869999999,Fashion - Men's Clothing - Tops | Fashion - Men's Clothing | Fashion,"Various Belts, Sweatshirts(2), Bike Rally",https://hibid.com/lot/322873915
267,322873918,179558,0.0,0,0,6,OPEN,706909.083,Home Goods & Decor - Home Goods - Linens / Curtains | Home Goods & Decor - Home Goods | Home Goods & Decor,"Hearth Rug, Small Apron, Doilies",https://hibid.com/lot/322873918
268,322873921,179559,0.0,0,0,5,OPEN,706919.08,Home Goods & Decor - Home Goods - Linens / Curtains | Home Goods & Decor - Home Goods | Home Goods & Decor,"Lace Table Cloths, Handmade Slippers(2)",https://hibid.com/lot/322873921
269,322873925,179560,0.0,0,0,6,OPEN,706929.08,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,Hand Sewn Pillow Cases,https://hibid.com/lot/322873925
270,322873928,179561,0.0,0,0,7,OPEN,706939.0769999999,Fashion - Women's Shoes - Slippers | Fashion - Women's Shoes | Fashion,"Cloud Leather Slippers(7), Ladies Shoes,Purse",https://hibid.com/lot/322873928
271,322873932,179562,0.0,0,0,6,OPEN,706949.073,Business & Industrial - Restaurant / Food Industry - Linens / Table Covers | Business & Industrial - Restaurant / Food Industry | Business & Industrial,"Fabric Table Cloths, White Lightweight Fabric",https://hibid.com/lot/322873932
272,322873936,179563,0.0,0,0,6,OPEN,706959.07,Home Goods & Decor - Home Goods - Linens / Curtains | Home Goods & Decor - Home Goods | Home Goods & Decor,"Multicorored Plaid Pattern Table Cloth, Blue & Whi",https://hibid.com/lot/322873936
273,322873965,179564,0.0,0,0,6,OPEN,706969.0669999999,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Sumner,MI Centennial Plates, Sumner Commemorative",https://hibid.com/lot/322873965
274,322873969,179566,0.0,0,0,4,OPEN,706979.063,Toys - Bears / Stuffed Animals | Toys,TY Beanie Babies In Acrylic Display Cases (3),https://hibid.com/lot/322873969
275,322873974,179567,0.0,0,0,5,OPEN,706989.063,Art - Prints / Lithographs | Art,"Mother Plaque, Picture Frames Assorted Sizes/Style",https://hibid.com/lot/322873974
276,322873979,179568,0.0,0,0,6,OPEN,706999.0599999999,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,"Tablletop Lamp, Tabletop Swivel Vanity Piece",https://hibid.com/lot/322873979
277,322873984,179569,2.0,0,1,8,OPEN,707009.0569999999,Art - Sculptures / Carvings / Statues | Art,"Ceramic Horse Head Bookends, Horseshoe Shaped Trin",https://hibid.com/lot/322873984
278,322873989,179570,0.0,0,0,7,OPEN,707019.053,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Ceramic Pitcher and Matching Bowl Set W/Faux,https://hibid.com/lot/322873989
279,322873994,179571,0.0,0,0,7,OPEN,707029.0499999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Wood Fork & Spoon Wall Decor, Key Shaped Keyholder",https://hibid.com/lot/322873994
280,322874000,179572,0.0,0,0,5,OPEN,707039.0499999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Coral Specimen Beach Decor, Sea Shells, Vases(4)",https://hibid.com/lot/322874000
281,322874004,179573,0.0,0,0,10,OPEN,707049.047,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Coffee Cups, Tumblers, Shot Glasses,Wine Glass",https://hibid.com/lot/322874004
282,322874008,179574,0.0,0,0,7,OPEN,707059.043,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,"Conair Shiatsu Neck Massager, Infra-red Massager",https://hibid.com/lot/322874008
283,322874032,179575,0.0,0,0,11,OPEN,707069.0399999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Cedar Trinket Box, Wood Jewerly Box, Wood Tissue C",https://hibid.com/lot/322874032
284,322874033,179576,0.0,0,0,6,OPEN,707079.037,Antiques & Collectibles - Collectibles - Decorative - Planters | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Ceramic Planters(6), Wicker Baskets, Faux Flowers",https://hibid.com/lot/322874033
285,322874034,179577,0.0,0,0,6,OPEN,707089.0329999999,Antiques & Collectibles - Collectibles - Decorative - Vases / Jars | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Handled Ceramic Ewer, Grey Patterned Vase W/Faux",https://hibid.com/lot/322874034
286,322874035,179578,0.0,0,0,7,OPEN,707099.0299999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Dear God Kids Musical Figurine, Angel Of Hope",https://hibid.com/lot/322874035
287,322874036,179579,0.0,0,0,6,OPEN,707109.027,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Folk Art Shelf Sitter Cow Doll, Wood Sitting Cow F",https://hibid.com/lot/322874036
288,322874037,179580,0.0,0,0,5,OPEN,707119.0229999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Ceramic and Porcelain Animal Figurines(6),https://hibid.com/lot/322874037
289,322874038,179581,0.0,0,0,4,OPEN,707129.02,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Ceramic and Porcelain Souvenir & Decorative Hand B,https://hibid.com/lot/322874038
290,322874039,179582,0.0,0,0,4,OPEN,707139.02,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Glass Basket & Hand Bells(3), Bells(2)",https://hibid.com/lot/322874039
291,322874040,179583,0.0,0,0,9,OPEN,707149.017,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Ornate Floral Cross, Kneeling Angel,Wooden House",https://hibid.com/lot/322874040
292,322874041,179584,0.0,0,0,4,OPEN,707159.0129999999,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,"Cut Glass Candle Lamp, White Milk Glass Vase & Ped",https://hibid.com/lot/322874041
293,322874042,179585,0.0,0,0,8,OPEN,707169.01,Antiques & Collectibles - Collectibles - Decorative - Plates | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Greenville, MI Church Plate, Copper Mini Watering",https://hibid.com/lot/322874042
294,322874043,179586,2.0,0,1,11,OPEN,707177.7729999999,Home Goods & Decor - Home Goods - Clocks | Home Goods & Decor - Home Goods | Home Goods & Decor,"Porcelain Mantel Clock, Blue /WFigurinehite",https://hibid.com/lot/322874043
295,322874044,179587,0.0,0,0,4,OPEN,707187.77,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Decorative Cutting Board,Wooden Wall Hook W/Painte",https://hibid.com/lot/322874044
296,322874045,179588,0.0,0,0,6,OPEN,707197.767,Home Goods & Decor - Home Goods - Bed / Bath Items | Home Goods & Decor - Home Goods | Home Goods & Decor,Waxwel Paraffin Heat Treatment Bath,https://hibid.com/lot/322874045
297,322874046,179589,0.0,0,0,4,OPEN,707207.7629999999,Antiques & Collectibles - Collectibles - Blue Glass | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Decorative Glass Vases(2), With Faux Flowers",https://hibid.com/lot/322874046
298,322874047,179590,11.0,0,4,6,OPEN,707217.76,Antiques & Collectibles - Collectibles - Decorative - Vases / Jars | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Avocado Green Hobnail Swung Vase, Amethyst Vase",https://hibid.com/lot/322874047
299,322874048,179591,0.0,0,0,4,OPEN,707227.757,Sporting Goods - Camping | Sporting Goods,Pool/Hot Tub/Spa Chemicals,https://hibid.com/lot/322874048
300,322874049,179592,0.0,0,0,4,OPEN,707237.753,Sporting Goods - Sporting Goods / Outdoor Recreation - Outdoor Games & Sports Equipment | Sporting Goods - Sporting Goods / Outdoor Recreation | Sporting Goods,"Pool & Spa Test Kit,Filters, Spa Chemicals",https://hibid.com/lot/322874049
301,322874050,179593,0.0,0,0,13,OPEN,707247.75,Art - Prints / Lithographs | Art,"Framed Artwork,Wooden Mouse Figurine, Liberty Bell",https://hibid.com/lot/322874050
302,322874051,179594,0.0,0,0,6,OPEN,707257.747,Antiques & Collectibles - Collectibles - Decorative - Vases / Jars | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Clear Bud Vases, Pineapole shaped Vase, Green Cera",https://hibid.com/lot/322874051
303,322874052,179595,0.0,0,0,9,OPEN,707267.74,Toys - Games | Toys,"Classic TinkerToy, Aggravation,Baseball Dart Board",https://hibid.com/lot/322874052
304,322874053,179596,2.0,0,1,5,OPEN,707277.74,Sporting Goods - Sporting Goods / Outdoor Recreation - Fitness & Exercise Equipment | Sporting Goods - Sporting Goods / Outdoor Recreation | Sporting Goods,"Hand Weights 5lbs(2), 15Lb(1)",https://hibid.com/lot/322874053
305,322874054,179597,0.0,0,0,5,OPEN,707287.737,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Hand Painted Ceramic Angel Figurines(5),https://hibid.com/lot/322874054
306,322874055,179598,0.0,0,0,10,OPEN,707297.73,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Rooster Themed Decor Items,https://hibid.com/lot/322874055
307,322874056,179599,0.0,0,0,4,OPEN,707307.73,Toys - Bears / Stuffed Animals | Toys,Stuffed Bears,https://hibid.com/lot/322874056
308,322874057,179600,2.0,0,1,9,OPEN,707317.723,Toys - Vintage / Antique Toys | Toys,"Polly Pocket Toys, Mega Bloks Mr. Piano Musical To",https://hibid.com/lot/322874057
309,322874058,179601,0.0,0,0,8,OPEN,707327.72,Computers & Electronics - Consumer Electronics - Video Games - Games | Computers & Electronics - Consumer Electronics - Video Games | Computers & Electronics - Consumer Electronics | Computers & Electronics,"Namco 5 N 1 Plug & Play TV Game, TY Teenie Turtle",https://hibid.com/lot/322874058
310,322874059,179602,0.0,0,0,5,OPEN,707337.717,Toys - Vintage / Antique Toys | Toys,"Toysmith Galaxy, Wooden String Puppet, Plakie Ratt",https://hibid.com/lot/322874059
311,322874060,179603,0.0,0,0,5,OPEN,707347.713,Toys - Dolls | Toys,"Celluloid Baby Doll Wearing A Crochet Dress, Sling",https://hibid.com/lot/322874060
312,322874061,179604,0.0,0,0,8,OPEN,707357.71,Toys - Bears / Stuffed Animals | Toys,"Plush Mini Mouse Doll, Small Wood Cradle,Gorilla",https://hibid.com/lot/322874061
313,322874062,179605,0.0,0,0,5,OPEN,707367.7069999999,Art - Glass Art | Art,Clear Art Glass Figurines (4),https://hibid.com/lot/322874062
314,322874063,179606,2.0,0,1,4,OPEN,707377.703,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"White Ceramic Cat Figurines(7),Cactus Piece",https://hibid.com/lot/322874063
315,322874064,179607,2.0,0,1,4,OPEN,707387.7,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"A&W Root Beer Glassware- Heavy Mugs(2), Tumbler",https://hibid.com/lot/322874064
316,322874065,179608,0.0,0,0,6,OPEN,707397.6969999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Metal Candle Lantern, Ceramic Pig Figurines(3)",https://hibid.com/lot/322874065
317,322874066,179609,0.0,0,0,7,OPEN,707407.693,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Stoneware Ceramic Bell, Stoneware Vessels",https://hibid.com/lot/322874066
318,322874067,179610,0.0,0,0,6,OPEN,707417.69,Home Goods & Decor - Home Goods - Pet Food & Supplies | Home Goods & Decor - Home Goods | Home Goods & Decor,"Oster Gentle Paws Trimmer,,Dog Bed, Container W/Li",https://hibid.com/lot/322874067
319,322874068,179611,0.0,0,0,4,OPEN,707427.6869999999,Home Goods & Decor - Home Goods - Lighting - Light Bulbs | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,"LED 60Watt Bulbs,Surge Protector, Speed Out Screw",https://hibid.com/lot/322874068
320,322874069,179612,0.0,0,0,4,OPEN,707437.683,Computers & Electronics - Consumer Electronics - Blu-ray / DVD Players | Computers & Electronics - Consumer Electronics | Computers & Electronics,Magnavox DVD Player W/Remote and AV Cables,https://hibid.com/lot/322874069
321,322874070,179613,3.0,0,2,8,OPEN,707447.677,Computers & Electronics - Consumer Electronics - Home Audio - Speakers | Computers & Electronics - Consumer Electronics - Home Audio | Computers & Electronics - Consumer Electronics | Computers & Electronics,JCPenney 4 In One Stereo System W/Speakers,https://hibid.com/lot/322874070
322,322874071,179614,0.0,0,0,5,OPEN,707457.673,Computers & Electronics - Cameras & Camera Accessories - Cameras | Computers & Electronics - Cameras & Camera Accessories | Computers & Electronics,Kodak Party Flash II Instant Film Camera,https://hibid.com/lot/322874071
323,322874072,179615,0.0,0,0,8,OPEN,707467.6699999999,Home Goods & Decor - Home Goods - Music - CDs / Records / Cassettes | Home Goods & Decor - Home Goods | Home Goods & Decor,"Samsung VCR, VHS Video Cassette Player/Recorder",https://hibid.com/lot/322874072
324,322874073,179616,2.0,0,1,7,OPEN,707477.667,Toys - Vintage / Antique Toys | Toys,Plastic Toy Police Motorcycle,https://hibid.com/lot/322874073
325,322874074,179617,2.0,0,1,11,OPEN,707487.663,Toys - Vintage / Antique Toys | Toys,Toy Model Motorcycles (2),https://hibid.com/lot/322874074
326,322874075,179618,0.0,0,0,6,OPEN,707497.6599999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Chruch Candle Lantern, Brass Tropical Angelfish",https://hibid.com/lot/322874075
327,322874076,179619,0.0,0,0,7,OPEN,707507.657,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Ceramic Owls,Lighthouse Souvenir, Glass Ashtray",https://hibid.com/lot/322874076
328,322874077,179620,0.0,0,0,5,OPEN,707517.6529999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Avon Garden Girl Sweet Honesty Cologne Bottles,https://hibid.com/lot/322874077
329,322874078,179621,0.0,0,0,7,OPEN,707527.65,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Apple Stoneware Candle, Apple Decorated Candle On",https://hibid.com/lot/322874078
330,322874079,179622,0.0,0,0,5,OPEN,707537.647,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Footed Tulip Ice Cream Sundae Dishes (4),https://hibid.com/lot/322874079
331,322874080,179623,2.0,0,1,9,OPEN,707547.6429999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Metal Candlestick Holders(3), Bisque Dove Figurine",https://hibid.com/lot/322874080
332,322874081,179624,0.0,0,0,5,OPEN,707557.64,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Holiday Quilted Towel, Rooster Cross Stitch Kit",https://hibid.com/lot/322874081
333,322874082,179625,0.0,0,0,7,OPEN,707567.637,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Decorative Plates,Bells,Trinket Tray, Figurines, S",https://hibid.com/lot/322874082
334,322874083,179626,0.0,0,0,6,OPEN,707577.6329999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Glass Fruit/Veggies In A Wicker Basket,https://hibid.com/lot/322874083
335,322874084,179627,0.0,0,0,8,OPEN,707587.63,Lawn & Garden - Tools/Hand held items - Hand Tools | Lawn & Garden - Tools/Hand held items | Lawn & Garden,"Wooden Sign, Fly Swatters, Long Spring",https://hibid.com/lot/322874084
336,322874085,185124,0.0,0,0,6,OPEN,707597.623,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Jim Beam Decanter, Stone Wave Microwave Cooker",https://hibid.com/lot/322874085
337,322874086,185125,19.0,0,6,5,OPEN,707607.62,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Iridescent Green Glass Swag or Pendant Lamp,https://hibid.com/lot/322874086
338,322874087,185126,0.0,0,0,9,OPEN,707617.617,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Farmhouse Decor Ceramic & Metal, Wax Melts(3)",https://hibid.com/lot/322874087
339,322874088,185127,0.0,0,0,11,OPEN,707627.613,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Jim Beam 1909 Thomas Flyer 'Flyabout' Decanter,https://hibid.com/lot/322874088
340,322874089,185128,0.0,0,0,8,OPEN,707637.61,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"McGill High Speed 4-Barrel Coin Changer- Works,Coi",https://hibid.com/lot/322874089
341,322874090,185129,0.0,0,0,6,OPEN,707647.607,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Kids China Tea Set By Meito China Cream W/Gold Ton,https://hibid.com/lot/322874090
342,322874091,185130,0.0,0,0,6,OPEN,707657.603,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Ceramic Banks(2), Ceramic Figurines, Cruet",https://hibid.com/lot/322874091
343,322874092,185131,0.0,0,0,7,OPEN,707667.6,Construction & Farm - Shop / Warehouse - Electrical | Construction & Farm - Shop / Warehouse | Construction & Farm,White Multi-Outlet Power Strips and Surge Protecto,https://hibid.com/lot/322874092
344,322874093,185132,0.0,0,0,16,OPEN,707677.593,Construction & Farm - Shop / Warehouse - Electrical | Construction & Farm - Shop / Warehouse | Construction & Farm,"ASUS Wireless Router, Extension Cords, Mini Radio",https://hibid.com/lot/322874093
345,322874094,185133,0.0,0,0,8,OPEN,707687.59,Home Goods & Decor - Home Goods - Lighting - Fixtures / Sconces | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Metal Wall Decor- Brass Toned Spray Of Ivy(2),https://hibid.com/lot/322874094
346,322874095,185134,0.0,0,0,10,OPEN,707697.5869999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Wooden Smoking Stand Set W/Glass Ashtray,https://hibid.com/lot/322874095
347,322874096,185135,0.0,0,0,5,OPEN,707707.583,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Floor/Reading Lamp Metallic Finish Flexible Upper,https://hibid.com/lot/322874096
348,322874097,185136,0.0,0,0,14,OPEN,707717.58,Furniture - Cabinets | Furniture,"Wooden Wall-Hanging Curio Cabinet, 3-Tier Tea Cup",https://hibid.com/lot/322874097
349,322874098,185137,2.0,0,1,12,OPEN,707727.5769999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Rubbermaid Storage Drawers, Basket",https://hibid.com/lot/322874098
350,322874099,185138,0.0,0,0,9,OPEN,707737.57,Furniture - Trunks / Chests | Furniture,Small Wooden Storage Chest Dome Top Drawer Insert,https://hibid.com/lot/322874099
351,322874100,185139,0.0,0,0,5,OPEN,707747.5669999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"1970 Libbey Apollo 13 ""Safe Return"" Glasses (4)",https://hibid.com/lot/322874100
352,322874101,185140,0.0,0,0,9,OPEN,707757.563,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Avon Wild Country- Wild Turkey & Quail Decanters,https://hibid.com/lot/322874101
353,322874102,185141,2.0,0,1,6,OPEN,707767.5599999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Ceramic Dutch Boy & Girl Kissing Figurines,https://hibid.com/lot/322874102
354,322874103,185142,2.0,0,1,6,OPEN,707777.5569999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Walt Disney Mickey & Minnie Mouse Figurines,https://hibid.com/lot/322874103
355,322874104,185143,0.0,0,0,22,OPEN,707787.5499999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Ceramic Cat & Dog Figurines, Ceramic Peacock Figur",https://hibid.com/lot/322874104
356,322874105,185144,0.0,0,0,18,OPEN,707797.5499999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Hobo Clown Figurine, Bird Figurine, Salt & Pepper",https://hibid.com/lot/322874105
357,322874106,185145,0.0,0,0,6,OPEN,707807.543,Toys - Action Figures | Toys,Wacky Bobbleheads- Austin Powers & Dr. Evil,https://hibid.com/lot/322874106
358,322874107,185146,0.0,0,0,6,OPEN,707817.5399999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Ceramic Flower Fairy Figurines (2),https://hibid.com/lot/322874107
359,322874108,185147,2.0,0,1,9,OPEN,707827.537,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Ceramic Cow & Calf Figurines,https://hibid.com/lot/322874108
360,322874109,185148,0.0,0,0,21,OPEN,707837.5329999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Harvest -Themed Elderly Farmer Couple Figurines, B",https://hibid.com/lot/322874109
361,322874110,185149,0.0,0,0,13,OPEN,707847.5299999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Bisque Porcelain Figurines, Farmer Couple, Romanti",https://hibid.com/lot/322874110
362,322874111,185150,0.0,0,0,26,OPEN,707857.5229999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Hand Painted Ceramic & Bisque Figurines Elderly P,https://hibid.com/lot/322874111
